,inputType,sentences,target,trans_input
20151,209,  example xyz com your email  missing   missing   missing ,15,example com your email
20152,225,  min char letter number create a password  missing   missing   missing ,18,min char letter number create a password
20153,1,  your full name your name  missing   missing   missing ,17,your full name your name
20154,2,  missing contact number  missing   missing   missing ,19,contact number
20156,1,  crn username or card number crn username  missing   missing ,12,username or card number username
20157,1,  missing txtuid  missing   missing   missing pnlpillscredentials,15,missing
20158,225,  missing txtpass  missing   missing pnlpillscredentials  missing ,18,missing
20159,225,  missing txtdob  missing   missing   missing ,13,missing
20160,1,  enter mobile no fml usr mbl nmbrs  missing formstep  missing   missing frmstep,19,enter mobile no usr
20161,1,  enter your email mobile enter your email mobile number field is required edit name  missing   missing   missing ,19,enter your email mobile enter your email mobile number field is required edit name
20162,225,  enter your password password field is required edit pass  missing   missing   missing ,18,enter your password password field is required edit pass
20163,1,  enter your full name edit fullname  missing   missing ufname,17,enter your full name edit
20164,1,  enter your email or mobile edit mailmobile  missing   missing umail,19,enter your email or mobile edit
20165,225,  password password  missing   missing upass  missing ,18,password password
20167,209,  email address mivng email  missing   missing mivng registration form,15,email address email registration form
20168,225,  password mivng password  missing   missing mivng registration form,18,password password registration form
20169,1,  full name smqct fullname  missing   missing smqct registration form,17,full name registration form
20170,209,  email address smqct email  missing   missing smqct registration form,15,email address email registration form
20171,225,  password smqct password  missing   missing   missing ,18,password password
20173,3,  missing creditcardnumber  missing   missing   missing missing,12,missing
20174,1,  email address txtemail  missing emailgroup  missing   missing ,15,email address
20175,3,  mobile number txtcontact  missing mobilegroup  missing form part  missing ,19,mobile number form part
20177,209,  email user email  missing new user  password user password  password user password,15,email user email new user password user password password user password
20178,225,  password user password  missing new user  missing   missing ,18,password user password new user
20179,209,  email user email  missing new user  missing   missing ,15,email user email new user
20180,225,  password characters minimum user password  missing new user  missing   missing ,18,password characters minimum user password new user
20181,225,  password confirmation user password confirmation  missing new user  email user email  missing ,18,password user password new user email user email
20182,3,  card number   missing   missing   missing ,12,card number
20183,1,  cardholder name   missing   missing ,17,name
20185,3,  mm   missing   missing ,13,mm
20186,3,  yyyy   missing   missing ,13,missing
20187,209,  abc xyz com email  missing   missing   missing ,15,abc com email
20188,225,  pass  missing   missing   missing ,18,pass
20189,1,  missing fname  missing   missing   missing ,17,missing
20190,1,  missing lname  missing   missing   missing ,17,missing
20191,209,  missing email  missing   missing   missing ,15,email
20192,225,  missing cpassword  missing   missing   missing ,18,missing
20193,1,  missing mnumber  missing   missing   missing ,19,missing
20194,225,  missing password  missing   missing   missing ,18,password
20195,1,  missing fname  missing   missing   missing ,17,missing
20196,1,  missing lname  missing   missing   missing ,17,missing
20197,209,  missing email  missing   missing   missing ,15,email
20198,225,  missing cpassword  missing   missing   missing ,18,missing
20199,1,  missing mnumber  missing   missing   missing ,19,missing
20200,225,  missing password  missing   missing   missing ,18,password
20202,1,  missing input address m postalcode  missing   missing   missing ,5,input address m
20203,1,  missing input address m fname  missing   missing   missing ,17,input address m
20204,1,  missing input address m lname  missing   missing   missing ,17,input address m
20205,1,  missing input address m line  missing   missing   missing ,2,input address m line
20206,1,  missing input address m line  missing   missing   missing ,2,input address m line
20207,1,  missing input address m line  missing   missing   missing ,2,input address m line
20208,1,  missing input address m city  missing   missing   missing ,0,input address m city
20209,1,  missing input address m state  missing   missing   missing ,4,input address m state
20210,2,  missing input address m mobilenumber  missing   missing   missing ,19,input address m
20211,1,  missing input address m phone  missing   missing   missing ,19,input address m phone
20212,1,  missing moblogin  missing   missing ,19,missing
20213,1,  missing card number single  missing   missing ,12,card number single
20215,1,  date of birth date of birth dob  missing   missing   missing ,13,date of birth date of birth
20216,1,  digital identity ssoid username cpbody txt data  missing   missing login,15,digital identity username data login
20217,225,  password cpbody txt data  missing   missing login,18,password data login
20219,1,  digital identity ssoid username cpbody txt username  missing   missing   missing cpbody divregisterdetail,15,digital identity username username
20220,225,  set your password cpbody txt password  missing cpbody divpassword  missing   missing ,18,set your password password
20221,225,  confirm password cpbody txt confirmpassword  missing cpbody divpassword  missing   missing ,18,confirm password
20222,1,  email address cpbody txt email  missing cpbody divpassword  missing   confirm password cpbody txt confirmpassword,15,email address email confirm password
20223,1,  mobile number cpbody txt mobile  missing cpbody divmobilenumber  missing   missing ,19,mobile number mobile
20224,0,  username or customer username  missing   missing   missing ,15,username or customer username
20225,225,  password password  missing   missing   missing ,18,password password
20226,209,  email address   missing   missing ,15,email address
20227,225,  password userpassword  missing   missing   missing ,18,password
20228,1,  missing phoneemail  missing phonenum  missing ,19,missing
20229,3,  missing card expiry  missing   missing add card container  missing ,13,card add card
20230,1,  missing card name  missing   missing   missing ,17,card name
20232,3,  missing card number  missing   missing   missing ,12,card number
20233,209,  email address email  missing   missing ,15,email address email
20234,225,  password password  missing   missing   missing ,18,password password
20235,209,  what s your email address email address email  missing   missing ,15,what s your email address email address email
20236,225,  create a password password  missing   missing   missing ,18,create a password password
20238,1,  name regname  missing   missing   missing ,17,name
20239,209,  email regemail  missing   missing   missing ,15,email
20240,2,  missing   missing   missing   missing ,10,missing
20241,3,  phone regphone  missing   missing   missing ,19,phone
20242,1,  city city  missing   missing   missing ,0,city city
20244,1,  logincountrycode  missing   missing ,10,missing
20245,1,  mobile number loginphoneno  missing   missing   missing ,19,mobile number
20250,3,  phone number countryphone  missing   missing ,19,phone number
20251,1,  name username  missing   missing ,17,name username
20253,1,  missing phone  missing   missing ,19,phone
20254,1,  logincountrycode  missing   missing ,10,missing
20255,1,  mobile number loginphoneno  missing   missing   missing ,19,mobile number
20256,1,  username user login  missing   missing   missing ,15,username user login
20257,209,  email user email  missing   missing   missing ,15,email user email
20258,1,  username or email address user login  missing   missing loginform  missing ,15,username or email address user login
20259,225,  password user pass  missing   missing   missing loginform,18,password user pass
20260,1,  missing   missing   missing   missing registerform,15,missing
20261,1,  password strong pass  missing   missing registerform  missing pass strength result,18,password strong pass pass strength result
20263,1,  location user location  missing   missing registerform  missing ,1,location user location
20266,1,  email mobile no username   missing   missing   missing ,19,email mobile no username
20267,1,  name   missing   missing   missing register,17,name register
20268,1,  email   missing   missing register  missing register,15,email register register
20269,225,  password   missing   missing register  missing register,18,password register register
20270,1,  mobile number mobilenumberfield  missing countrycode  missing   missing register,19,mobile number register
20271,1,  username txt username  missing   missing   missing ,15,username username
20272,225,  password txt password  missing   missing   missing ,18,password password
20274,1,  missing   missing   missing ,15,missing
20275,1,  missing   missing   missing ,17,missing
20276,1,  missing   missing   missing ,15,missing
20278,1,  missing   missing   missing ,2,missing
20279,1,  missing   missing   missing ,2,missing
20280,1,  missing   missing   missing ,2,missing
20282,1,  enter mobile number email identifier  missing   missing   missing ,19,enter mobile number email
20283,1,  your email address emailid  missing   missing   missing ,15,your email address
20284,1,  name name  missing   missing   missing ,17,name name
20285,1,  your mobile number otp will be sent to this number for verification mobilenumber  missing   missing   missing ,19,your mobile number will be sent to this number for
20286,225,  password setpassword  missing   missing   missing ,18,password
20288,1,  district city district undefined districtcity  missing   missing   missing addaddressform,3,district city district
20289,1,  name addresspoc undefined name  missing   missing   missing ,17,name name
20290,3,  mobile phone undefined mobile  missing   missing   missing ,19,mobile phone mobile
20291,3,  pin code postalcode undefined pincode  missing   missing   missing ,5,pin code
20292,1,  flat number building name line undefined flatnumberbuildingname  missing   missing   missing ,2,flat number building name line
20293,1,  landmark landmark undefined landmark  missing   missing   missing ,2,missing
20294,1,  state state undefined state  missing   missing   missing ,4,state state state
20295,0,  locality area street line undefined localityareastreet  missing   missing ,2,area street line
20296,1,  missing card number  missing   missing form id  missing form id,12,card number form id form id
20297,1,  missing name on card  missing   missing form id  missing ,17,name on card form id
20299,1,  missing txtusername  missing   missing   missing ,15,missing
20300,225,  missing txtpassword  missing   missing   missing ,18,missing
20302,1,  missing idnumber  missing   missing   missing ,17,missing
20303,1,  missing name  missing   missing   missing ,17,name
20304,1,  missing verifyname  missing   missing lblverifyname  missing ,17,missing
20310,1,  missing dateofbirth  missing   missing   missing lbldateofbirth,13,missing
20311,1,  missing verifydateofbirth  missing   missing   missing ,13,missing
20314,1,  missing mobilenum  missing   missing   missing ,19,missing
20315,1,  missing verifymobilenum  missing   missing   missing ,19,missing
20316,1,  missing emailid  missing   missing   missing lblemailid,15,missing
20317,1,  missing verifyemailid  missing   missing lblverifyemailid  missing lblverifyemailid,15,missing
20318,1,  enter email id or mobile no emailormobile  missing   missing   missing ,19,enter email id or mobile no
20319,1,  name regname  missing   missing   missing ,17,name
20320,1,  email regemailid  missing   missing   missing ,15,email
20321,225,  password regpassword  missing   missing   missing ,18,password
20322,1,  mobile number regmobile  missing   missing   missing ,19,mobile number
20323,1,    missing   missing ,12,missing
20325,1,  name on card   missing   missing ,17,name on card
20326,1,  user name username idtoken  missing   missing   missing ,15,user name username
20327,225,  password idtoken  missing   missing   missing ,18,password
20328,1,  missing fullname  missing   missing tdtype,17,missing
20329,1,  missing lastname  missing   missing tdtype,17,missing
20330,1,  missing username  missing   missing tdtype,15,username
20331,1,  missing emailaddress  missing   missing tdtype,15,missing
20332,1,  missing mobileno  missing   missing tdtype,19,missing
20333,1,  missing txtuserid  missing   missing   missing ,15,missing
20334,225,  missing txttradingpassword  missing   missing   missing ,18,missing
20335,1,  missing txtfullname  missing   missing   missing ,17,missing
20336,1,  missing txtmobileno  missing   missing   missing ,19,missing
20337,1,  city search  missing   missing   missing ,0,city search
20338,209,  email user email  missing   missing   password user password,15,email user email password user password
20339,225,  password user password  missing   missing   missing ,18,password user password
20340,209,  email address user email  missing new  missing   missing ,15,email address user email new
20341,1,  username only letters numbers and underscores user username  missing new  missing   missing ,15,username only letters numbers and user username new
20342,225,  password min char user password  missing new  missing   email address user email,18,password min char user password new email address user email
20343,1,  first name user first name  missing   missing new  missing new,17,first name user first name new new
20344,1,  last name user last name  missing   missing new  missing ,17,last name user last name new
20345,1,  enter customer id email id or mobile number txtcustid  missing mainlogindiv  missing otp  missing ,19,enter customer id email id or mobile number
20346,1,  email mobile user name  missing   missing loginform,15,email mobile user name
20347,225,  password user password  missing   missing loginform,18,password user password
20348,1,  email mobile user email  missing   missing registerform,19,email mobile user email
20349,1,  email mobile user email  missing   missing registerform,15,email mobile user email
20351,225,  set password user password  missing   missing eyepwd  missing eyepwd,18,set password user password
20352,1,  email address email  missing   missing   missing ,15,email address email
20353,1,  mobile no mobile phone  missing   missing   missing ,19,mobile no mobile phone
20355,1,  email id email  missing   missing   missing ,15,email id email
20356,1,  email id email  missing   missing   missing ,15,email id email
20357,225,  password password  missing   missing   missing redirect link,18,password password link
20358,1,  first name first name  missing   missing   missing ,17,first name first name
20359,1,  last name last name  missing   missing   missing ,17,last name last name
20360,225,  create password password  missing   missing   missing ,18,create password password
20361,225,  re enter password confirm password  missing   missing   missing ,18,re enter password confirm password
20363,1,  missing name  missing addnewaddress  missing save btn  landmark landmark,17,name save
20364,1,  phone no mobile phone  missing addnewaddress  address address field close missing ,19,phone no mobile phone address address field close
20365,1,  pincode pincode  missing addnewaddress  missing save btn  missing name,5,save name
20366,0,  address address field  missing addnewaddress  missing name  pincode pincode,2,address address field name
20367,1,  landmark landmark  missing addnewaddress close missing   pincode pincode,2,close
20369,3,  card number   missing   missing   missing ,12,card number
20370,3,  mm mm  missing   yy yy  yy yy,13,mm mm
20371,3,  yy yy  missing   mm mm  mm mm,13,mm mm mm mm
20372,1,  recipient name name  missing   missing state error  missing name error,17,name name state error name error
20373,2,  missing pincode  missing   missing state  recipient name name,5,state name name
20374,1,  city city  missing   missing name error  recipient name name,0,city city name error name name
20375,1,  mobile no mobileno  missing   missing pincode  missing address error,19,mobile no address error
20376,0,  shipping address address  missing   missing address error  recipient name name,1,shipping address address address error name name
20377,1,  missing emailandmobile  missing   missing   missing ,19,missing
20378,1,  enter email email  missing   missing   missing ,15,enter email email
20379,3,  enter mobile number mobilenumber  missing   missing   missing ,19,enter mobile number
20380,1,  enter first name firstname  missing   missing   missing ,17,enter first name
20381,225,  missing passwordsignup  missing   missing   missing ,18,missing
20382,225,  missing   missing   missing   missing ,18,missing
20383,1,  enter mobile no email   missing   missing   missing ,19,enter mobile no email
20385,1,  your full name   missing   missing   missing ,17,your full name
20386,225,  create password   missing   missing   missing ,18,create password
20387,3,  card number cardnumber  missing   missing   missing ,12,card number
20388,1,  name on card nameoncard  missing   missing   missing ,17,name on card
20389,3,  expiry month year mm yy expirydate  missing   missing   missing ,13,month year mm
20391,1,  e mail please enter your e mail address email login  missing   missing   missing ,15,e mail please enter your e mail address email login
20392,225,  password please enter your password password login  missing   missing   missing ,18,password please enter your password password login
20393,1,  e mail address we will send a confirmation email to this address email  missing   missing   missing ,15,e mail address we will send a email to this address email
20394,225,  password please enter your password password  missing   missing   missing ,18,password please enter your password password
20395,1,    missing   missing card number  missing card number,12,card number card number
20396,1,    missing   missing card expiry  missing ,13,card
20398,1,  user name   missing userid  missing ,15,user name
20399,225,  password   missing passwd  missing ,18,password
20401,1,  missing bill date long  missing   missing tab  missing tab,13,bill date long tab tab
20402,3,  missing citicard  missing   missing cardnumblk,12,missing
20403,3,  missing citicard  missing   missing cardnumblk,12,missing
20404,3,  missing citicard  missing   missing cardnumblk,12,missing
20405,3,  missing citicard  missing   missing cardnumblk,12,missing
20406,1,  missing userid  missing   missing step  missing step,17,step step
20407,225,  missing psw  missing   missing step,18,step
20411,1,  missing ext element  missing   missing ext textinput,19,element
20412,225,  missing ext element  missing ext element  missing ext passwordinput,18,element element
20413,3,  dd mm yyyy ext element  missing   missing ext textinput,13,dd mm element
20416,209,  missing ext element  missing   missing ext textinput,15,element
20419,3,  dd mm yyyy ext element  missing   missing ext textinput,13,dd mm element
20420,1,  missing ext element  missing   missing ext textinput  missing ext element,10,element element
20421,2,  missing ext element  missing   missing ext textinput,19,element
20422,1,  user id username  missing   missing   missing ,17,user id username
20423,225,  password password  missing   missing   missing ,18,password password
20424,1,  enter your account number accountnumber  missing   missing ,7,enter your account number
20425,1,  full name   missing   missing   missing ,17,full name
20426,209,  email id   missing   missing   mobile number ,15,email id mobile number
20427,3,  mobile number   missing   email id   full name ,19,mobile number email id full name
20428,225,  password   missing   missing   missing ,18,password
20429,209,  email mobile number   missing   missing   missing ,19,email mobile number
20430,1,  enter mobile number   missing   missing   missing ,19,enter mobile number
20433,3,  missing card expiry  missing   missing   missing ,13,card
20434,1,  missing card name  missing   missing   missing ,17,card name
20436,3,  missing card number  missing   missing   missing ,12,card number
20437,1,  mobile number mobile  missing   missing   missing ,19,mobile number mobile
20438,1,  email emailormobile  missing   missing   missing ,19,email
20439,225,  password password  missing   missing   missing ,18,password password
20440,3,  parent s mobile mobile  missing   missing ,19,parent s mobile mobile
20441,1,  email email  missing   missing   missing ,15,email email
20442,1,  email email  missing   missing   missing ,15,email email
20443,1,  create password password  missing   missing   missing ,18,create password password
20444,1,  name name  missing   missing   missing ,17,name name
20445,1,  dd mm yyyy dob  missing   missing   missing ,13,dd mm
20446,1,  expiry expire  missing   missing   missing ,13,missing
20448,1,  name name  missing   missing   missing ,17,name name
20449,1,  card number cardnumber  missing   missing   missing ,12,card number
20450,1,  email email  missing   missing   missing ,15,email email
20451,1,  email email  missing   missing   missing ,15,email email
20452,225,  enter password password  missing   missing   missing ,18,enter password password
20453,1,  mobile number digit mobile number digit mobile  missing mat form field label  missing   missing ,19,mobile number mobile number mobile form field label
20455,1,  nick name nick name nickname  missing mat form field label  missing   missing ,15,nick name nick name form field label
20456,1,  address address address  missing mat form field label  missing   missing ,2,address address address form field label
20457,1,  landmark landmark mat input  missing mat form field label  missing   missing ,2,input form field label
20458,1,  pincode pincode pincode  missing mat form field label  missing   missing ,5,form field label
20460,3,  card number   missing   missing   missing ,12,card number
20461,3,  mm mm  missing   missing   yy yy,13,mm mm
20462,3,  yy yy  missing   missing   mm mm,13,mm mm
20463,1,  missing display name  missing   missing signup  missing ,17,display name
20464,1,  missing email  missing   missing   missing ,15,email
20465,2,  missing mobile number  missing   missing   missing ,19,mobile number
20466,1,  missing mobile number  missing   missing   missing ,19,mobile number
20468,1,  missing email mobile  missing   missing   missing ,19,email mobile
20469,1,  missing email mobile  missing   missing   missing ,19,email mobile
20471,1,  email bdd email  missing   missing   missing ,15,email email
20472,1,  email bdd disabledemail  missing   missing emaillabel  missing ,15,email
20473,1,  given name bdd givenname  missing   missing   missing ,17,given name
20475,225,  password bdd password  missing   missing   missing ,18,password password
20476,1,  email bdd disabledemail  missing   missing emaillabel  missing ,15,email
20477,225,  password bdd password  missing   missing   missing ,18,password password
20478,1,  search for medicines and health products srchbarshwinfo  missing srchbarshwinfo form  missing   missing ,19,search for and health products form
20479,1,  missing   missing   missing   missing ,15,missing
20481,1,  missing   missing   missing   missing ,19,missing
20482,1,  missing   missing   missing   missing ,19,missing
20483,225,  missing   missing   missing   missing ,18,missing
20484,0,  house number building and locality   missing   missing ,1,house number building and
20485,1,  name   missing   missing ,17,name
20486,2,  missing   missing   missing   missing ,19,missing
20487,1,  pincode   missing   missing ,5,missing
20488,3,  xxxx xxxx xxxx xxxx card number  missing   missing ,12,card number
20489,3,  mm card exp month  missing   missing ,13,mm card exp month
20490,3,  yy card exp year  missing   missing ,13,card exp year
20492,1,  name on card name on card  missing   missing ,17,name on card name on card
20493,1,  username sso sign in form username  missing   missing ,15,username sign in form username
20494,225,  password sso sign in form password  missing   missing ,18,password sign in form password
20495,1,  first name sso sign up form first name  missing   missing ,17,first name sign up form first name
20496,1,  last name sso sign up form last name  missing   missing ,17,last name sign up form last name
20497,1,  email sso sign up form email  missing   missing ,15,email sign up form email
20498,1,  choose your username sso sign up form username  missing   missing ,15,choose your username sign up form username
20499,225,  choose your password sso sign up form password  missing   missing   missing ,18,choose your password sign up form password
20500,1,  first name billing details form first name  missing   missing ,17,first name details form first name
20501,1,  last name billing details form last name  missing   missing ,17,last name details form last name
20502,1,  company name billing details form company name  missing   missing ,9,company name details form company name
20503,1,  address line billing details form address line  missing   missing ,2,address line details form address line
20504,1,  address line billing details form address line  missing   missing ,2,address line details form address line
20505,1,  city billing details form city  missing   missing ,0,city details form city
20506,1,  zip postal code billing details form zipcode  missing   missing ,5,zip postal code details form
20508,3,  credit card number credit card number  missing   missing   expiration month expiration month autofill field,12,credit card number credit card number month month field
20510,3,  expiration month mm expiration month  missing   missing field description expirationmonth  missing ,13,month mm month field description
20511,3,  expiration year yy expiration year  missing   missing expirationyear target prev  missing ,13,year year target prev
20512,1,  missing expirationyear target next  missing   expiration year yy expiration year  missing ,13,target next year year
20514,1,  nickname input nick name  missing nick name  missing login form,15,input nick name nick name login form
20515,225,  password input password  missing password  missing login form,18,password input password password login form
20516,3,  you will get the otp on this number   missing   missing   missing ,19,you will get the on this number
20518,2,  missing central login module sign mobile  missing central login floating login  missing   missing ,19,central login module sign mobile central login login
20520,3,  enter mobile number user email  missing signinblock new user sign up now new user sign up now  new user sign up now new user sign up now ,19,enter mobile number user email new user sign up now new user sign up now new user sign up now new user sign up now
20521,3,  enter mobile number useremail  missing signupblock  missing popupsignupform  missing popupsignupform,19,enter mobile number
20525,1,  first name credregfirstnameinput  missing   missing ,17,first name
20526,1,  last name credreglastnameinput  missing   missing ,17,last name
20527,1,  missing credregukpostcodeinput  missing   missing ,5,missing
20528,1,  missing currentsavingnumberinput  missing   missing ,7,missing
20529,1,  user id userid  missing   missing ,17,user id
20530,209,  email address j username  missing   missing form login,15,email address j username form login
20531,225,  missing j password  missing   missing form login,18,j password form login
20534,209,  email address register email  missing   missing form register,15,email address register email form register
20535,1,  email address register email  missing   missing registerwithaddressform,15,email address register email
20536,225,  missing password  missing   missing password bar  missing registerwithaddressform,18,password password bar
20537,225,  confirm password register checkpwd  missing   missing registerwithaddressform,18,confirm password register
20538,1,  first name address firstname  missing   missing defaultaddressform,17,first name address
20539,1,  surname address surname  missing   missing defaultaddressform,17,address
20540,1,  postcode address postcode  missing   missing defaultaddressform,5,address
20541,1,  address line address line  missing   missing defaultaddressform,2,address line address line
20542,1,  address line address line  missing   missing defaultaddressform,2,address line address line
20543,1,  town city address towncity  missing   missing defaultaddressform,0,town city address
20544,1,  home telephone address phone  missing   missing defaultaddressform,19,home telephone address phone
20545,1,  mobile telephone address mobile  missing   missing defaultaddressform,19,mobile telephone address mobile
20546,1,  name on card card nameoncard  missing   missing hoppaymentaddresspostform,12,name on card card
20547,1,  address line address line  missing   missing hoppaymentaddresspostform,2,address line address line
20548,1,  address line address line  missing   missing hoppaymentaddresspostform,2,address line address line
20549,1,  town city address towncity  missing   missing hoppaymentaddresspostform,0,town city address
20550,1,  postcode address postcode  missing   missing hoppaymentaddresspostform,5,address
20551,1,  name on card please enter a name on card john smith cardholdername  missing cardholdernamesection  missing cardholdernamelabelpanel  missing paymentdetailsfieldset,17,name on card please enter a name on card john smith
20552,1,  card number please enter a card number cardnumber  missing cardnumbersection  missing cardnumberlabelpanel  missing cardnumberlabelpanel,12,card number please enter a card number
20554,1,  username email address or mobile number login username  missing   missing username country code field,19,username email address or mobile number login username username country code field
20555,3,  mobile phone number mobile phone number usernamereg phone  missing regform  birthday year usernamereg year  missing ,19,mobile phone number mobile phone number phone birthday year year
20556,3,  birthday day usernamereg day  missing regform  missing reg error freeformgender  missing reg error freeformgender,13,birthday day day reg error reg error
20557,3,  birthday year usernamereg year  missing regform  mobile phone number mobile phone number usernamereg phone  mobile phone number mobile phone number usernamereg phone,13,birthday year year mobile phone number mobile phone number phone mobile phone number mobile phone number phone
20559,225,  password password usernamereg password  missing   missing regform  missing regform,18,password password password
20560,1,  first name first name usernamereg firstname  missing usernamereg fullname  missing   missing reg error firstname,17,first name first name reg error
20561,1,  surname surname usernamereg lastname  missing usernamereg fullname  missing reg error firstname  first name first name usernamereg firstname,17,reg error first name first name
20562,1,  email address email address usernamereg yid  missing   missing yid field suggestion  missing ,15,email address email address field
20563,225,  password login passwd  missing password container  missing   missing password label,18,password login password password label
20564,209,  email address email example com input login email  missing   missing   missing ,15,email address email example com input login email
20565,225,  password password input login password  missing   missing   missing ,18,password password input login password
20566,1,    missing   missing   missing card element,12,card element
20567,209,  email address   missing   missing ,15,email address
20568,225,  password show   missing   missing   missing ,18,password show
20569,209,  email address   missing   missing ,15,email address
20570,225,  create a password show   missing   missing   missing ,18,create a password show
20571,1,  first name   missing   missing ,17,first name
20572,1,  last name   missing   missing ,17,last name
20573,3,  mobile number   missing   missing ,19,mobile number
20574,3,  contact number optional   missing   missing ,19,contact number optional
20575,1,  postcode   missing   missing ,5,missing
20576,3,  card number xxxx xxxx xxxx xxxx   missing   missing ,12,card number
20577,1,  name on card   missing   missing ,17,name on card
20578,1,  enter postcode town start typing an address post code or city   missing   missing ,1,enter town start an address post code or city
20579,1,  first dwfrm billing addressfields firstname  missing   missing ,17,first
20580,1,  last dwfrm billing addressfields lastname  missing   missing ,17,last
20581,3,  mobile dwfrm billing addressfields phone  missing   missing ,19,mobile phone
20582,209,  email dwfrm billing addressfields email  missing   missing   missing ,15,email email
20583,1,  name as it appears on your card capf  missing   missing   missing ,17,name as it appears on your card
20584,1,  card number card number  missing   missing   missing ,12,card number card number
20586,209,  missing email  missing   missing ,15,email
20587,225,  missing password  missing   missing ,18,password
20588,1,  enter your email address email  missing   missing ,15,enter your email address email
20589,1,  missing originid  missing   missing origin id container,17,origin id
20590,225,  missing password  missing   missing password container,18,password password
20591,225,  missing confirmpassword  missing   missing confirm password container,18,confirm password
20592,1,  missing firstname  missing   missing name first container,17,name first
20593,1,  missing lastname  missing   missing name last container,17,name last
20595,1,  missing addressfirstname  missing   missing ,17,missing
20596,1,  missing addresslastname  missing   missing ,17,missing
20597,1,  missing addressphonenumber  missing   missing ,19,missing
20598,1,  missing cardnumber  missing   missing ,12,missing
20600,1,  email address or customer reference number crn loginstatususername input  missing gds cred  missing cred section  missing cred section,19,email address or customer reference number input section section
20601,225,  password loginstatuspassword input  missing gds cred  missing gds login cred  missing gds login cred,18,password input login login
20602,209,  ایمیل لطفا ایمیلی که با آن ثبت نام کرده اید را وارد کنید email sign in  missing   missing   missing ,15,email sign in
20603,225,  رمز عبور لطفا رمز عبور خود را وارد کنید password sign in  missing   ایمیل لطفا ایمیلی که با آن ثبت نام کرده اید را وارد کنید email sign in  missing ,18,password sign in email sign in
20605,1,  نام و نام خانوادگی لطفا نام و نام خانوادگی خود را وارد کنید name sign up  missing   missing   missing ,17,name sign up
20606,209,  ایمیل لطفا ایمیل خود را وارد کنید email sign up  missing   missing   missing ,15,email sign up
20607,1,  first name first name firstname  missing   missing   missing ,17,first name first name
20608,1,  surname surname lastname  missing   missing   missing ,17,missing
20609,1,  email email email  missing search container  missing lblemail  missing lblemail,15,email email email search
20610,225,  password password password  missing   missing   missing ,18,password password password
20611,1,  email or username userid  missing   missing   missing ,15,email or username
20612,1,  e g sw rt or station road enter your street address addresssugg  missing addresssugg r  missing addresssugg cntr  missing ,1,e g sw rt or station road enter your street address r
20613,3,  mobile number phoneflagcomp  missing   missing dial code labelphoneflagcompdescription  missing dial code labelphoneflagcompdescription,19,mobile number dial code dial code
20614,3,  card number cardnumber  missing   missing ,12,card number
20615,3,  expiry date mm yy cardexpirydate  missing   missing ,13,date mm
20617,1,  first name firstname  missing   missing ,17,first name
20618,1,  surname lastname  missing   missing ,17,missing
20619,1,  street address addressline  missing   missing ,2,street address
20620,1,  street address optional apartment suite floor etc addressline  missing   missing ,2,street address optional apartment suite floor etc
20621,1,  city city  missing   missing ,0,city city
20622,1,  postcode postalcode  missing   missing ,5,missing
20623,3,  phone number required phonenumber  missing   missing   missing ,19,phone number required
20624,209,  phone or email   missing   missing ,19,phone or email
20625,225,  password   missing   missing ,18,password
20626,1,  first name   missing   missing ,17,first name
20627,1,  last name   missing   missing ,17,last name
20628,3,    missing   missing ,19,missing
20629,3,  missing   missing   missing ,19,missing
20631,1,  username you forgot mobile or username or email username  missing   missing   missing ,19,username you forgot mobile or username or email username
20632,1,  account mobile or email account  missing   missing   missing ,19,account mobile or email account
20633,225,  enter your new password newpassword  missing   missing   missing ,18,enter your new password
20634,225,  enter your new password again newpassword confirm  missing   missing   missing ,18,enter your new password again confirm
20635,1,  enter your email email input  missing login form  enter your password password input  missing rma content,15,enter your email email input login form enter your password password input content
20636,225,  enter your password password input  missing login form forgotten your password missing forgottenpasswordlink  missing rma content,18,enter your password password input login form forgotten your password content
20637,1,  first name first name firstname input  missing register form  password password min characters password input  missing ,17,first name first name input register form password password min characters password input
20638,1,  last name last name lastname input  missing register form  postcode postcode optional postcode input  missing register submit,17,last name last name input register form optional input register submit
20639,1,  postcode postcode optional postcode input  missing register form  first name first name firstname input  missing ,5,optional input register form first name first name input
20640,1,  email address email email input  missing register form  missing   missing ,15,email address email email input register form
20641,225,  password password min characters password input  missing register form  missing   missing register submit,18,password password min characters password input register form register submit
20642,1,  enter a location searchlocation  missing   missing searchbox,1,enter a location
20643,209,  your email com   missing   missing   missing ,15,your email com
20644,209,  your email com   missing   missing  privacy policy missing ,15,your email com privacy policy
20645,1,  your name   missing  privacy policy missing   missing ,17,your name privacy policy
20647,1,  missing   missing   missing   missing ,17,missing
20648,225,  missing nafmpwd  missing   missing   missing ,18,missing
20649,1,  missing accnumber  missing   missing security questions here for you helping you communicate missing ,7,security questions here for you helping you
20650,1,  missing firstname  missing   missing  t cs missing ,17,t cs
20651,1,  missing lastname  missing  for global business missing   missing year,17,for global business year
20652,1,  username or email john smith loginmodalform identity  missing   missing ,15,username or email john smith identity
20653,225,  password loginmodalform password  missing   missing ,18,password password
20654,1,  email john johnsmith com registermodalform email  missing   missing ,15,email john com email
20655,1,  username john smith registermodalform username  missing   missing ,15,username john smith username
20656,225,  password registermodalform password  missing   missing ,18,password password
20657,1,  first name firstname  missing   missing form firstname,17,first name form
20658,1,  surname lastname  missing   missing form lastname,17,form
